武汉 湖北,维权,2209,2024-03-04,and,3月8日，湖北省武汉市，武汉市江夏国控市政建设集团有限公司承建江夏乡村振兴农民就业基地（一期）B地块,一期一标段，居民聚集维权。居民反映：电池厂的建造选址就位于小区旁边隔壁200米。
黄冈 湖北,投诉,1450,2024-03-05,and,黄冈市罗田县居民反映自来水浑浊问题，要求相关部门尽快解决水质安全。
以色列 以色列,国际,165,2026-03-10,https://x.com/whyyoutouzhele/status/2031377034346377246,3月9日，中国驻以色列大使馆发布提醒：9日中午，以色列中部地区遭集束弹头导弹袭击，有2名外籍工人（中亚国籍和阿拉伯国籍）在建筑工地现场室内作业时被集束弹药击中身亡。
海南 海南,劳工,151,2026-03-09,https://x.com/whyyoutouzhele/status/2030705110108848301,3月7日，海南，中国化学海南控股。欠薪，工人反映：去年的工资到现在还没给，现在过来要老板却不管，电话拒接信息不回。 3月7日，四川省成都市青羊区苏坡东路12号2栋5层1号，四川大晶装饰有限公司。欠薪，工人讨薪。
北京 北京,上访,188,2026-03-09,https://x.com/whyyoutouzhele/status/2031014646912549247,#赛博信访局 近期的北京信访机构纪实
廊坊 河北,教育,158,2026-03-10,https://x.com/whyyoutouzhele/status/2031369487598104696,http:// 611Study.ICU 河北省三河市第一中学学生投稿：学校存在教师违规收取钱财的情况，将所谓“重点班”学位公开标价。其中，条件最好的重点班需缴纳约1万元，次一级重点班需缴纳约5000元。 部分学生或家长通过向教导主任行贿、托关系等方式获得重点班名额。
伊朗 伊朗,国际,149,2026-03-09,https://x.com/whyyoutouzhele/status/2030935372105228622,外交部回应伊朗宣布新任最高领袖：伊方基于本国宪法作出的决定 3月9日，外交部发言人郭嘉昆主持例行记者会。有记者就伊朗宣布穆杰塔巴为伊朗新任最高领袖一事提问。 对此，郭嘉昆表示，我们注意到有关报道，这是伊方基于本国宪法作出的决定。
深圳 广东,经济,212,2026-03-09,https://x.com/whyyoutouzhele/status/2030820867391828274,近日，深圳市龙岗区人工智能（机器人）署发布《深圳市龙岗区支持OpenClaw&OPC发展的若干措施（征求意见稿）》，提出多项扶持政策推动相关产业发展。 措施包括：支持平台免费提供OpenClaw部署服务，对贡献关键代码、开发产业技能包及具身智能应用项目最高补贴200万元。
株洲 湖南,案事件,154,2026-03-11,https://x.com/whyyoutouzhele/status/2031565792454566202,湖南株洲一男子申请信息公开未获回复：三封信寄至同一办公楼仅教育局称未收到 近日，湖南省株洲市男子李明，因其父亲的死亡待遇被攸县教育局以攸改发(2020)1号文件为由剥夺申领，不服向攸县教育局申请政府信息公开，三封信送达同一栋楼只有攸县教育局以未收到未答复。
安徽 安徽,案事件,176,2026-03-09,https://x.com/whyyoutouzhele/status/2030825902339215653,3月8日，安徽堰口镇。网友反映称，他们一家持有合法的建房手续，却在施工过程中遭到村干部和当地“村霸邻居”的阻挠，对方以各种理由索要钱财，否则不允许继续施工。 该网友表示，去年为了顺利建房，他们曾给“邻居”4000元，又给了村干部800元。可房子建成后，今年3月，村干部又再次向他们索要钱财。
土耳其 土耳其,国际,233,2026-03-09,https://x.com/whyyoutouzhele/status/2030999544549543945,3月9日， 土耳其国防部宣布，伊朗再次向土耳其发射一枚弹道导弹，该导弹被北约防空系统拦截，未造成人员伤亡。
 ,案事件,192,2026-03-10,https://x.com/whyyoutouzhele/status/2031288951512936611,网友投稿：3月9日，最高法报告：依法撤销997名不适格父母监护人资格，对抢夺、藏匿未成年子女的父母依法发出人格权侵害禁令435份，同比分别增长66.7%、90.8%。
蔡奇 蔡奇,,204,2026-03-10,https://x.com/whyyoutouzhele/status/2031276368462233753,3月10日，习近平、李强、赵乐际、王沪宁、蔡奇、丁薛祥、李希、韩正 等来到八宝山革命公墓，向宋平作最后送别。胡锦涛送花圈，对宋平逝世表示哀悼。
 ,劳工,189,2026-03-11,https://x.com/whyyoutouzhele/status/2031621140469162064,尽管“2026年全国邮政工作会议”声称要整治快递行业的“内卷式”竞争，管理快递公司恶性降价， 但在全国各地，因快递公司压榨员工，大量末端的不同公司的快递员在社媒上 抱怨 派件单费持续下降、收入被压缩，导致大量快递员辞职、罢工。甚至连很多快递网点也都因为经营压力过大而倒闭、老板跑路。
济南 山东,劳工,235,2026-03-09,https://x.com/whyyoutouzhele/status/2030760469926232357,3月6日，山东省济南市市中区，一名编外教师发帖表示：工资停发，社保断缴。他表示：很有可能拖着拖着就停发了，也有可能工资不发了，表现做出让步，说把社保维持住！说是断缴可以补缴，可是市中区的知道咱们为啥断缴了，人家其他区可不认啊。
 ,劳工,280,2026-03-09,https://x.com/whyyoutouzhele/status/2030780605399728368,3月7日，制衣行业进入旺季，各大制衣厂老板们拿着衣服站在劳务市场招人，但是大部分求职者都在观望，即使一天五百都很难招到人。 评论区抱怨声一片：“全是骗局，做了几天，老板故意刁难别人，把别人骗进去白做工几天，把你赶走了再招新人” “招不到只有一个原因，工价低”
江苏 江苏,劳工,352,2026-03-09,https://x.com/whyyoutouzhele/status/2030735304336781474,3月7日，江苏。一名车主反映称，他的埃安霸王龙电车后备箱位置有两颗螺丝没拧紧。他怀疑是两班倒的员工，在凌晨两三点迷迷糊糊的状态下装了他这台车。 网友回复：“可能是劳务派遣的临时工或大学生，两班倒带着怨气装了你这台车” “牛马带着怨气干的活儿” “给什么工资干什么活”
台湾 台湾,案事件,183,2026-03-10,https://x.com/whyyoutouzhele/status/2031142999225413911,据央视新闻消息，最高人民法院工作报告披露，台湾“八旗文化”出版社总编辑富察（本名李延贺）因煽动分裂国家罪被依法判刑。法院审理认定其相关行为构成犯罪，判处有期徒刑三年。当事人在宣判时当庭表示服法认罪。
伊朗 伊朗,国际,168,2026-03-11,https://x.com/whyyoutouzhele/status/2031429881536336202,特朗普回应“伊朗使用战斧导弹袭击学校”争议：相关情况仍在调查
 ,,246,2026-03-09,https://x.com/whyyoutouzhele/status/2030969349381493079,网友投稿：
北京 北京,上访,302,2026-03-09,https://x.com/whyyoutouzhele/status/2031002061744275697,3月8日，北京，中国石油天然气集团有限公司信访接待室。 访民反映，自己前去上访时想要来访登记表，却遭到领导拒绝。对方称按照条例一个月才给一次信访登记表。 访民随后前往办公室询问这是依据哪一条款规定的，但对方始终左右而言他。
广州 广东,劳工,192,2026-03-11,https://x.com/whyyoutouzhele/status/2031535038982967794,3月10日，广州市嘉富士鞋业有限公司一名员工实名举报称，公司无故辞退员工且未为员工缴纳社保。该员工还晒出自己将《被迫解除劳动通知书》通过邮寄和电子版发送给公司的过程。
济南 山东,教育,197,2026-03-10,https://x.com/whyyoutouzhele/status/2031278888202961204,网友投稿：山东济南力明科技职业学院，在春招前四天时，要求缴费1500才提供职业技能复习，否则不给上课，并向家长多次骚扰，不给钱不上课。 在此之前，三年来此类情况经常发生，学生多次举报后无果。
美国 美国,国际,284,2026-03-10,https://x.com/whyyoutouzhele/status/2031361933291503764,3月10日，特朗普在回答记者提问时表示，美国正在为中国等国家保障石油运输通道的安全，并称自己与中国国家主席习近平关系很好，“过一阵子还会去中国”。
深圳 广东,案事件,297,2026-03-09,https://x.com/whyyoutouzhele/status/2030976240392323526,据《地产资管界》报道：知名投资大佬坠楼身亡。 近日，深圳市高新投集团有限公司党委书记、董事长邵钢于2026年2月下旬意外离世，享年54岁。 据财新引述知情人士报道，邵钢为坠楼离世，初步了解系抑郁症发作，属于个人悲剧，目前不涉及职务问题。
以色列 以色列,国际,270,2026-03-10,https://x.com/whyyoutouzhele/status/2031324197050577263,3月9日，一名博主撕开了部分媒体“制造新闻”的遮羞布。 以色列记者询问特朗普何时结束对伊朗的军事行动。 特朗普回应：这一决定需要与以色列总理共同决定，自己占主导；至于具体时间，“会在合适的时候结束”。
北京 北京,国际,288,2026-03-10,https://x.com/whyyoutouzhele/status/2031248690547916859,3月9日，据路透社援引三名知情消息，此次习特会，中方不满特朗普政府对此次峰会的仓促安排。在通常情况下，此类峰会需要数月的精心准备。 两名消息人士称，华盛顿迟至近日才开始为此次访问举行工作层面的跨部门筹备会议，而北京方面期望此次访问是经过精心策划的。习特会求“稳”料难有突破。
昆明 云南,劳工,220,2026-03-11,https://x.com/whyyoutouzhele/status/2031641276588679654,3月10日，云南省昆明市盘龙区，落索坡，申通快递，欠薪，工人反映：辛辛苦苦上班一万多元一个月的工资说扣就扣。
 ,案事件,365,2026-03-11,https://x.com/whyyoutouzhele/status/2031512928030228638,网友投稿奈飞小铺跑路后续： 在事件引发舆情后，奈飞小铺在工单页面新增了购买人水印，用于追查维权人或曝光的购买者。
北京 北京,上访,316,2026-03-09,https://x.com/whyyoutouzhele/status/2030946697753366684,3月7日，北京。天上正下着大雪，访民们蜷缩着身体挤坐在一起，衣服和雨伞上已堆满积雪，仍在寒风中坚持排队。
酒泉 甘肃,民生,235,2026-03-11,https://x.com/whyyoutouzhele/status/2031575842283774083,3月9日，甘肃敦煌。网友在路边随机采访一名环卫工人，询问工资情况。该工人称自己月薪2400元，每天工作八个半小时，全年无休。
伊朗 伊朗,国际,456,2026-03-10,https://x.com/whyyoutouzhele/status/2031049727874072882,川普表示，已就伊朗女子足球队的庇护问题与澳大利亚总理通话。 目前5名脱离球队的球员已经被妥善安排，但其他一些球员则担心家人的安全，如果自己不回去，伊朗政府可能会威胁她们在国内的家人。
大同 山西,观点,374,2026-03-09,https://x.com/whyyoutouzhele/status/2030924047228268656,“清朗行动下，算法全自动「稳中向好」，提前实现大同” 3月8日，一名博主总结，如今四类视频在平台上越来越少见，往往容易被限流下架。 1：诉苦唱衰，现在国家经济“稳中向好”，你非要说苦不堪言。 2：反映社会矛盾，现在明明是社会和谐，人人有爱，结果你非要说欠薪、拆迁、城管....
 ,卫生,278,2026-03-11,https://x.com/whyyoutouzhele/status/2031719287539323010,“命悬一线还要“先献血”？家属献400ml后患者才获输血” 网友投稿：其母亲因严重贫血突发头痛晕倒，被紧急送往医院急诊抢救。经检查，血红蛋白仅为正常人的约三分之一，情况十分危急，需要立即进行输血治疗。
上海 上海,案事件,288,2026-03-10,https://x.com/whyyoutouzhele/status/2031331738048196857,3月9日，上海。乾泽园小区业主邱先生反映，自己因举报小区内存在违建问题，疑似遭到被举报人“开盒”。 邱先生称，在投诉后不久便接到对方电话，对方直接询问：“是不是你投诉的？能不能把投诉撤掉？” 邱先生表示，“我不投诉没人处理，我投诉了，反倒先处理我了”
防城港 广西壮族自治区,观点,481,2026-03-09,https://x.com/whyyoutouzhele/status/2030695037991096331,“社会写实” 3月7日，广西防城港。网友拍视频讽刺当下的“工程验收”：验收人员用卷尺测量地基厚度，质问施工人员“这水泥哪里有30公分？” 随后，施工人员把一叠钞票递到卷尺下，说“哪里没有，刚刚好。”验收人员随即表示：“可以了，够30公分了。” 视频发出后弹幕网友纷纷表示：“《社会写实》这门课”
苏州 江苏,民生,370,2026-03-09,https://x.com/whyyoutouzhele/status/2030886299746377894,『苏州地铁』降本增效之下 重商业轻服务？市民提出建议 竟靠拉黑解决？ 近日，受大环境影响，苏州地铁开启了降本增效模式，例如车站灯光调暗，同时车站新增了书店、餐厅、健身房等商业设施。 3月7日，苏州市一热心市民质疑，苏州地铁关灯比例超过一半，导致候车区域光线不足，给市民出行带来不便。
上海 上海,民生,348,2026-03-09,https://x.com/whyyoutouzhele/status/2030961797164130520,3月8日，上海。一名拾荒者蜷缩睡在路边，而他身后的墙上，赫然写着四个字“幸福人生” 3月8日，深圳。一名环卫工看着面前驶过的无人扫地车，满脸疑惑。 有网友感叹：老人的饭碗被机器取代，但他们既难以享受到AI带来的便利，下岗后能依靠的养老金也往往只有几百元。
广东 广东,教育,384,2026-03-10,https://x.com/whyyoutouzhele/status/2031158093699232062,网友投稿：广东某小学，开学一周了，语文课本至今没发，学生使用的是临时打印教材，学校对此也没有任何解释。
霍尔木兹海峡 霍尔木兹海峡,国际,398,2026-03-10,https://x.com/whyyoutouzhele/status/2031281401899991417,多艘船只被曝“关闭应答器”穿越霍尔木兹海峡 3月9日，据多家媒体及船舶追踪数据显示，在中东局势持续紧张的背景下，近期已有部分船只开始尝试穿越 霍尔木兹海峡。有报道称，一些船舶在进入海峡前会关闭自动识别系统（AIS）应答器，在通过海峡后再重新开启，以避免航行过程中被实时追踪。
伊朗 伊朗,国际,293,2026-03-11,https://x.com/whyyoutouzhele/status/2031671477398102271,美战争部长：将对伊朗发动最猛烈打击。 3月10日，美国战争部长赫格塞斯表示，美国今天将加强攻击伊朗，发动自10天前开战以来最猛烈的打击。战斗机最多，轰炸机最多，空袭次数最多。情报比以往任何时候都更精确、更完善。
屏后 屏后,,254,2026-03-11,https://x.com/whyyoutouzhele/status/2031570808792035649,日前，有网友曝光，一些人将新购买的 iPhone 屏幕更换为第三方廉价屏后，再利用苹果14天无理由退货政策将手机退回，导致苹果不得不调整售后规则。目前，退货设备需统一返厂检测后才能退款。
--
 ,,57,2026-03-13,https://x.com/whyyoutouzhele/status/2032396210838139167,勘误：火锅店名字是“山缓缓”
 ,,86,2026-03-11,https://x.com/whyyoutouzhele/status/2031624663387045984,拍摄
 ,,98,2026-03-11,https://x.com/whyyoutouzhele/status/2031486737298464859,È una svolta storica.
武汉 湖北,,52,2026-03-13,https://x.com/whyyoutouzhele/status/2032433998694174894,3月12日，武汉大学图书馆事件当事人杨景媛自称已“考上”，“美美成为公务员”。
武汉 湖北,卫生,116,2026-03-12,https://x.com/whyyoutouzhele/status/2032007394776285424,武汉电池厂与幼儿园距离实拍，两者仅相距200多米
来宾 广西壮族自治区,维权,146,2026-03-09,https://x.com/whyyoutouzhele/status/2030778227036209437,3月5日，广西省来宾市武宣县禄新乡古杭村，村民维权，村民反映，村委在村民不知情的情况下将土地出售，愤怒的村民占领工地维权。
 ,,132,2026-03-11,https://x.com/whyyoutouzhele/status/2031656382278033788,“两会唯一个拒绝记者采访的代表” 3月10日，据国内媒体报道，凤凰卫视记者在两会现场采访少林寺现任主持印乐法师，怎么看释永信案，印乐法师一把推开记者的话筒，拒绝接受采访。
吉安 江西,劳工,141,2026-03-10,https://x.com/whyyoutouzhele/status/2031263790692708853,江西吉安一建筑设备公司发文讨要欠款：称中建七局（上海）拖欠租赁费近300万元已两年 3月9日，江西吉安一家建筑设备公司通过公开发文反映工程款拖欠问题。
长沙 湖南,维权,133,2026-03-14,https://x.com/whyyoutouzhele/status/2032798963288465626,勘误：事情起因是湖南省长沙古潭街强行征收房屋，而非征收摊位费
龙岩 福建,维权,141,2026-03-09,https://x.com/whyyoutouzhele/status/2030740839975010461,3月3日，福建省龙岩市武平县。福建创隆纺织有限公司。工人聚集维权，工人反映：自
以色列 以色列,国际,165,2026-03-10,https://x.com/whyyoutouzhele/status/2031377034346377246,3月9日，中国驻以色列大使馆发布提醒：9日中午，以色列中部地区遭集束弹头导弹袭击，有2名外籍工人（中亚国籍和阿拉伯国籍）在建筑工地现场室内作业时被集束弹药击中身亡。
株洲 湖南,,154,2026-03-11,https://x.com/whyyoutouzhele/status/2031565792454566202,湖南株洲一男子申请信息公开未获回复：三封信寄至同一办公楼仅教育局称未收到 近日，湖南省株洲市男子李明，因其父亲的死亡待遇被攸县教育局以攸改发(2020)1号文件为由剥夺申领，不服向攸县教育局申请政府信息公开，三封信送达同一栋楼只有攸县教育局以未收到未答复。
贵州 贵州,,159,2026-03-13,https://x.com/whyyoutouzhele/status/2032124460287824326,3月11日，“上官正义”发视频表示自己很安全，并感谢大家的关心。 他还透露了最近的情况：3月5日，在向贵州修文当地反映的养猪场事件中，那名身份不明的残障人员已找到亲人。
廊坊 河北,教育,158,2026-03-10,https://x.com/whyyoutouzhele/status/2031369487598104696,http:// 611Study.ICU 河北省三河市第一中学学生投稿：学校存在教师违规收取钱财的情况，将所谓“重点班”学位公开标价。其中，条件最好的重点班需缴纳约1万元，次一级重点班需缴纳约5000元。 部分学生或家长通过向教导主任行贿、托关系等方式获得重点班名额。
济南 山东,劳工,131,2026-03-13,https://x.com/whyyoutouzhele/status/2032154659390169174,3月11日，山东省济南市 段店片区B-1-3东地块九年一贯制学校，欠薪工人 堵工地门讨薪 。
 ,维权,199,2026-03-09,https://x.com/whyyoutouzhele/status/2030690010291188066,3月7日，语辰妈妈发出了前往学校维权的视频，视频中维权的家属前往学校学校为女儿讨要公道时遭到校内保安的推搡，家属直接摔倒在了地上，耳朵出血。
北京 北京,上访,188,2026-03-09,https://x.com/whyyoutouzhele/status/2031014646912549247,#赛博信访局 近期的北京信访机构纪实
海南 海南,劳工,151,2026-03-09,https://x.com/whyyoutouzhele/status/2030705110108848301,3月7日，海南，中国化学海南控股。欠薪，工人反映：去年的工资到现在还没给，现在过来要老板却不管，电话拒接信息不回。 3月7日，四川省成都市青羊区苏坡东路12号2栋5层1号，四川大晶装饰有限公司。欠薪，工人讨薪。
沧州 河北,劳工,133,2026-03-13,https://x.com/whyyoutouzhele/status/2032139556309660017,3月10日，河北省沧州市运河区浮阳北大道百丰瑞府 欠薪，工人在办公室讨薪。 3月11日，湖北省黄冈市黄州区明珠大道69号中州慧谷壹层1F-11号，星程酒店（黄冈师范学院店）欠薪，工人堵门讨薪。工人堵门讨薪。 3月11日，天津市，中铁集团融商智能制造产业园项目部。欠薪，工人在工地门口摆花圈讨薪。
武汉 湖北,维权,178,2026-03-12,https://x.com/whyyoutouzhele/status/2032109367412072511,3月10日，湖北省武汉市黄陂区，村民们的维权仍在继续。
湖南 湖南,案事件,163,2026-03-12,https://x.com/whyyoutouzhele/status/2031943263066996809,3月11日，湖南一名律师称，来自云南的杨徐邱被错误羁押17年，重获自由后申请国赔1911万元。 但这事之后便没有下文，媒体也没有报道杨徐邱后续有没有拿到赔偿金。 律师表示：杨徐邱今年已经77岁了，如果还没拿到赔偿金，求法院快点执行吧，按照目前人均寿命79岁来算的话，他的生命几乎已经走到了尽头。
 ,案事件,192,2026-03-10,https://x.com/whyyoutouzhele/status/2031288951512936611,网友投稿：3月9日，最高法报告：依法撤销997名不适格父母监护人资格，对抢夺、藏匿未成年子女的父母依法发出人格权侵害禁令435份，同比分别增长66.7%、90.8%。
伊朗 伊朗,国际,149,2026-03-09,https://x.com/whyyoutouzhele/status/2030935372105228622,外交部回应伊朗宣布新任最高领袖：伊方基于本国宪法作出的决定 3月9日，外交部发言人郭嘉昆主持例行记者会。有记者就伊朗宣布穆杰塔巴为伊朗新任最高领袖一事提问。 对此，郭嘉昆表示，我们注意到有关报道，这是伊方基于本国宪法作出的决定。
 ,劳工,189,2026-03-11,https://x.com/whyyoutouzhele/status/2031621140469162064,尽管“2026年全国邮政工作会议”声称要整治快递行业的“内卷式”竞争，管理快递公司恶性降价， 但在全国各地，因快递公司压榨员工，大量末端的不同公司的快递员在社媒上 抱怨 派件单费持续下降、收入被压缩，导致大量快递员辞职、罢工。甚至连很多快递网点也都因为经营压力过大而倒闭、老板跑路。
土耳其 土耳其,国际,233,2026-03-09,https://x.com/whyyoutouzhele/status/2030999544549543945,3月9日， 土耳其国防部宣布，伊朗再次向土耳其发射一枚弹道导弹，该导弹被北约防空系统拦截，未造成人员伤亡。
深圳 广东,经济,212,2026-03-09,https://x.com/whyyoutouzhele/status/2030820867391828274,近日，深圳市龙岗区人工智能（机器人）署发布《深圳市龙岗区支持OpenClaw&OPC发展的若干措施（征求意见稿）》，提出多项扶持政策推动相关产业发展。 措施包括：支持平台免费提供OpenClaw部署服务，对贡献关键代码、开发产业技能包及具身智能应用项目最高补贴200万元。
安徽 安徽,民生,176,2026-03-09,https://x.com/whyyoutouzhele/status/2030825902339215653,3月8日，安徽堰口镇。网友反映称，他们一家持有合法的建房手续，却在施工过程中遭到村干部和当地“村霸邻居”的阻挠，对方以各种理由索要钱财，否则不允许继续施工。 该网友表示，去年为了顺利建房，他们曾给“邻居”4000元，又给了村干部800元。可房子建成后，今年3月，村干部又再次向他们索要钱财。
蔡奇 蔡奇,,204,2026-03-10,https://x.com/whyyoutouzhele/status/2031276368462233753,3月10日，习近平、李强、赵乐际、王沪宁、蔡奇、丁薛祥、李希、韩正 等来到八宝山革命公墓，向宋平作最后送别。胡锦涛送花圈，对宋平逝世表示哀悼。
北京 北京,教育,182,2026-03-12,https://x.com/whyyoutouzhele/status/2032023793795756285,http:// 611.ICU 北京大学附属中学海口学校严重违规办学：
北京 北京,案事件,195,2026-03-12,https://x.com/whyyoutouzhele/status/2032003663733121374,近日，有消息称，北京盈科律所存在重大资金风险，律所负责人“老梅”（即梅某荣，盈科律所党委书记、主任）挪用律所律师费用于对外融资，并违规提供担保，目前已形成约40亿元的资金窟窿。 北京市司法局、北京市律师协会已联合进驻盈科律所开展全面调查，梅某荣已前往相关部门自首。
市辖区 上海,上访,172,2026-03-12,https://x.com/whyyoutouzhele/status/2032043926287261765,更多详细细节和视频补充：2025年1月26日至2026年3月11日，上海市宝山区张庙街道泗塘二村居民反映，当局在未与居民签约的情况下对其住宅实施强拆。 监控视频显示，政府工作人员与保安先破坏居民家中的摄像头，随后踹坏屋内房门，将一家人强行拖出住所。
宜春 江西,劳工,155,2026-03-13,https://x.com/whyyoutouzhele/status/2032184856331845925,3月11日，江西省宜春市丰城市，昌城服装，工人反映：老板连夜搬厂欠薪跑路，工人前往人力资源和社会保障局要求政府协助介入讨薪。 3月11日，广东省深圳市罗湖区梅园路蓬客精品酒店西侧约30米，欠薪，工人讨薪。
市辖区 上海,上访,200,2026-03-12,https://x.com/whyyoutouzhele/status/2032038893034618948,3月11日早上8:30左右，上海市闵行区浦江镇一名拆迁户在浦江线与8号线沈杜公路地铁站阻挠轨道抗议，其外套上写有“浦江镇 还我土地 还我房屋”。 据悉，该人随后已被警方带走并拘留。
盐城 江苏,教育,119,2026-03-13,https://x.com/whyyoutouzhele/status/2032401280975647051,网友投稿：盐城师范学院 发布公告开始限制openclaw
济南 山东,教育,235,2026-03-09,https://x.com/whyyoutouzhele/status/2030760469926232357,3月6日，山东省济南市市中区，一名编外教师发帖表示：工资停发，社保断缴。他表示：很有可能拖着拖着就停发了，也有可能工资不发了，表现做出让步，说把社保维持住！说是断缴可以补缴，可是市中区的知道咱们为啥断缴了，人家其他区可不认啊。
 ,劳工,166,2026-03-13,https://x.com/whyyoutouzhele/status/2032484328152912047,3月12日，一博主教农民工通过收集证据并集体向劳动监察部门举报的方式进行维权 农民工工资拖欠，最快解决办法是掌握包工头姓名、联系方式及沟通记录，最好还要知道上家公司名称、负责人及联系方式、开发建设项目名称等，然后班组一起到劳动监察投诉，把上述人和公司列为举报对象。
